LoadConfig:
ReplicaID:2
Type:correct node
IP:0.0.0.0
clusterAddr:map[0:0.0.0.0 1:0.0.0.0 2:0.0.0.0 3:0.0.0.0 4:0.0.0.0 5:0.0.0.0 6:0.0.0.0]
5 5
Connection from 0.0.0.0:9210 to 0.0.0.0:9400 has been established
Connection from 0.0.0.0:9210 to 0.0.0.0:9410 has been established
Connection from 0.0.0.0:9210 to 0.0.0.0:9600 has been established
Connection from 0.0.0.0:9210 to 0.0.0.0:9610 has been established
Connection from 0.0.0.0:9210 to 0.0.0.0:9000 has been established
Connection from 0.0.0.0:9210 to 0.0.0.0:9200 has been established
2023-08-28 19:03:21 Node 2 receive pre-prepare from node 0, sn:2, view:0
Node 2 receive prepareQc from node 0, sn:220, v:0 
Node 2 receive prepareQc from node 0, sn:225, v:0 
Node 2 receive prepareQc from node 0, sn:222, v:0 
Node 2 send commit to primary 0, sn:223, v:0
Node 2 receive commitQc from node 0, sn:178, v:0
Checkpoint sequence number outside watermarks: seqNo 140, low-mark 170
Node 2 send commit to primary 0, sn:220, v:0
Node 2 send commit to primary 0, sn:224, v:0
Node 2 send commit to primary 0, sn:222, v:0
Node 2 send commit to primary 0, sn:225, v:0
sn:178 can be commit in slow path
Node 2 receive commitQc from node 0, sn:183, v:0
Node 2 receive prepareQc from node 0, sn:213, v:0 
Node 2 receive commitQc from node 0, sn:176, v:0
Node 2 receive prepareQc from node 0, sn:229, v:0 
Node 2 receive commitQc from node 0, sn:182, v:0
sn:183 can be commit in slow path
sn:182 can be commit in slow path
sn:176 can be commit in slow path
2023-08-28 19:03:44The request with sn: 176 has been executed at node 2!
TimePast:sn:176,millisecend:9823
Node 2 receive prepareQc from node 0, sn:227, v:0 
Node 2 receive commitQc from node 0, sn:181, v:0
Node 2 send commit to primary 0, sn:213, v:0
Node 2 receive prepareQc from node 0, sn:221, v:0 
Node 2 receive prepareQc from node 0, sn:226, v:0 
Node 2 send commit to primary 0, sn:229, v:0
sn:181 can be commit in slow path
Node 2 receive pre-prepare from node 0, sn:261, view:0
Node 2 receive commitQc from node 0, sn:180, v:0
Node 2 send commit to primary 0, sn:227, v:0
Node 2 send commit to primary 0, sn:221, v:0
Node 2 send prepare to primary 0, sn:261, v:0
Node 2 send commit to primary 0, sn:226, v:0
sn:180 can be commit in slow path
Node 2 receive commitQc from node 0, sn:179, v:0
Node 2 receive commitQc from node 0, sn:177, v:0
Node 2 receive commitQc from node 0, sn:189, v:0
Node 2 receive prepareQc from node 0, sn:228, v:0 
Node 2 receive commitQc from node 0, sn:188, v:0
Node 2 receive pre-prepare from node 0, sn:265, view:0
sn:179 can be commit in slow path
Node 2 receive commitQc from node 0, sn:184, v:0
sn:177 can be commit in slow path
2023-08-28 19:03:44The request with sn: 177 has been executed at node 2!
TimePast:sn:177,millisecend:10075
2023-08-28 19:03:44The request with sn: 178 has been executed at node 2!
TimePast:sn:178,millisecend:10006
2023-08-28 19:03:44The request with sn: 179 has been executed at node 2!
TimePast:sn:179,millisecend:9979
2023-08-28 19:03:44The request with sn: 180 has been executed at node 2!
TimePast:sn:180,millisecend:9739
2023-08-28 19:03:44The request with sn: 181 has been executed at node 2!
TimePast:sn:181,millisecend:9607
2023-08-28 19:03:44The request with sn: 182 has been executed at node 2!
TimePast:sn:182,millisecend:9521
2023-08-28 19:03:44The request with sn: 183 has been executed at node 2!
TimePast:sn:183,millisecend:9464
sn:188 can be commit in slow path
sn:189 can be commit in slow path
Node 2 send prepare to primary 0, sn:265, v:0
Node 2 receive pre-prepare from node 0, sn:262, view:0
sn:184 can be commit in slow path
2023-08-28 19:03:45The request with sn: 184 has been executed at node 2!
TimePast:sn:184,millisecend:9431
Node 2 receive pre-prepare from node 0, sn:263, view:0
Node 2 send commit to primary 0, sn:228, v:0
Node 2 send prepare to primary 0, sn:262, v:0
Node 2 receive pre-prepare from node 0, sn:267, view:0
Node 2 receive commitQc from node 0, sn:186, v:0
Node 2 send prepare to primary 0, sn:263, v:0
Node 2 receive pre-prepare from node 0, sn:264, view:0
Node 2 send prepare to primary 0, sn:267, v:0
sn:186 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:230, v:0 
Node 2 receive pre-prepare from node 0, sn:266, view:0
Node 2 send prepare to primary 0, sn:264, v:0
Node 2 receive commitQc from node 0, sn:190, v:0
Node 2 receive prepareQc from node 0, sn:233, v:0 
Node 2 send prepare to primary 0, sn:266, v:0
sn:190 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:231, v:0 
Node 2 send commit to primary 0, sn:230, v:0
Node 2 receive prepareQc from node 0, sn:234, v:0 
Node 2 receive pre-prepare from node 0, sn:269, view:0
Node 2 receive commitQc from node 0, sn:187, v:0
Node 2 receive pre-prepare from node 0, sn:268, view:0
Node 2 receive prepareQc from node 0, sn:232, v:0 
Node 2 receive commitQc from node 0, sn:191, v:0
Node 2 send commit to primary 0, sn:233, v:0
Node 2 send prepare to primary 0, sn:269, v:0
Node 2 receive prepareQc from node 0, sn:235, v:0 
Node 2 receive commitQc from node 0, sn:185, v:0
Node 2 send prepare to primary 0, sn:268, v:0
sn:187 can be commit in slow path
Node 2 send commit to primary 0, sn:231, v:0
Node 2 send commit to primary 0, sn:234, v:0
sn:191 can be commit in slow path
Node 2 receive pre-prepare from node 0, sn:273, view:0
Checkpoint sequence number outside watermarks: seqNo 150, low-mark 180
Node 2 send commit to primary 0, sn:232, v:0
sn:185 can be commit in slow path
2023-08-28 19:03:45The request with sn: 185 has been executed at node 2!
TimePast:sn:185,millisecend:9766
2023-08-28 19:03:45The request with sn: 186 has been executed at node 2!
TimePast:sn:186,millisecend:9743
2023-08-28 19:03:45The request with sn: 187 has been executed at node 2!
TimePast:sn:187,millisecend:9594
2023-08-28 19:03:45The request with sn: 188 has been executed at node 2!
TimePast:sn:188,millisecend:9522
2023-08-28 19:03:45The request with sn: 189 has been executed at node 2!
TimePast:sn:189,millisecend:9468
2023-08-28 19:03:45The request with sn: 190 has been executed at node 2!
TimePast:sn:190,millisecend:9419
Node 2 receive prepareQc from node 0, sn:236, v:0 
2023-08-28 19:03:45The request with sn: 191 has been executed at node 2!
TimePast:sn:191,millisecend:9231
Node 2 send commit to primary 0, sn:235, v:0
Node 2 send prepare to primary 0, sn:273, v:0
Node 2 receive pre-prepare from node 0, sn:271, view:0
Node 2 receive pre-prepare from node 0, sn:272, view:0
Node 2 send prepare to primary 0, sn:271, v:0
Node 2 receive pre-prepare from node 0, sn:270, view:0
Node 2 send commit to primary 0, sn:236, v:0
Node 2 send prepare to primary 0, sn:272, v:0
Node 2 receive commitQc from node 0, sn:195, v:0
Node 2 receive commitQc from node 0, sn:198, v:0
Node 2 receive commitQc from node 0, sn:194, v:0
Node 2 send prepare to primary 0, sn:270, v:0
Node 2 receive pre-prepare from node 0, sn:274, view:0
sn:195 can be commit in slow path
sn:198 can be commit in slow path
sn:194 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:239, v:0 
Node 2 receive commitQc from node 0, sn:192, v:0
Node 2 send prepare to primary 0, sn:274, v:0
Checkpoint sequence number outside watermarks: seqNo 180, low-mark 180
Node 2 receive commitQc from node 0, sn:193, v:0
sn:192 can be commit in slow path
2023-08-28 19:03:45The request with sn: 192 has been executed at node 2!
TimePast:sn:192,millisecend:9482
Node 2 receive pre-prepare from node 0, sn:277, view:0
sn:193 can be commit in slow path
2023-08-28 19:03:45The request with sn: 193 has been executed at node 2!
TimePast:sn:193,millisecend:9352
2023-08-28 19:03:45The request with sn: 194 has been executed at node 2!
TimePast:sn:194,millisecend:9278
2023-08-28 19:03:45The request with sn: 195 has been executed at node 2!
TimePast:sn:195,millisecend:9277
Node 2 receive pre-prepare from node 0, sn:275, view:0
Node 2 send commit to primary 0, sn:239, v:0
Node 2 receive prepareQc from node 0, sn:240, v:0 
Node 2 send prepare to primary 0, sn:277, v:0
Node 2 receive commitQc from node 0, sn:196, v:0
Node 2 send prepare to primary 0, sn:275, v:0
Node 2 receive pre-prepare from node 0, sn:278, view:0
sn:196 can be commit in slow path
2023-08-28 19:03:46The request with sn: 196 has been executed at node 2!
TimePast:sn:196,millisecend:9370
Node 2 send commit to primary 0, sn:240, v:0
Node 2 send prepare to primary 0, sn:278, v:0
Node 2 receive prepareQc from node 0, sn:241, v:0 
Node 2 receive prepareQc from node 0, sn:237, v:0 
Node 2 receive pre-prepare from node 0, sn:276, view:0
Node 2 send commit to primary 0, sn:241, v:0
Node 2 send prepare to primary 0, sn:276, v:0
Node 2 receive prepareQc from node 0, sn:242, v:0 
Node 2 receive commitQc from node 0, sn:197, v:0
Node 2 send commit to primary 0, sn:237, v:0
Node 2 receive commitQc from node 0, sn:202, v:0
Checkpoint sequence number outside watermarks: seqNo 160, low-mark 190
Checkpoint sequence number outside watermarks: seqNo 190, low-mark 190
Node 2 receive prepareQc from node 0, sn:238, v:0 
sn:197 can be commit in slow path
2023-08-28 19:03:46The request with sn: 197 has been executed at node 2!
TimePast:sn:197,millisecend:9616
2023-08-28 19:03:46The request with sn: 198 has been executed at node 2!
TimePast:sn:198,millisecend:9598
sn:202 can be commit in slow path
Node 2 send commit to primary 0, sn:242, v:0
Node 2 receive commitQc from node 0, sn:207, v:0
Node 2 receive commitQc from node 0, sn:201, v:0
Node 2 receive prepareQc from node 0, sn:243, v:0 
Checkpoint sequence number outside watermarks: seqNo 170, low-mark 190
Node 2 receive commitQc from node 0, sn:199, v:0
sn:207 can be commit in slow path
Node 2 send commit to primary 0, sn:238, v:0
sn:201 can be commit in slow path
Node 2 receive commitQc from node 0, sn:200, v:0
Node 2 receive prepareQc from node 0, sn:252, v:0 
sn:199 can be commit in slow path
2023-08-28 19:03:46The request with sn: 199 has been executed at node 2!
TimePast:sn:199,millisecend:9587
Node 2 receive prepareQc from node 0, sn:244, v:0 
Node 2 receive prepareQc from node 0, sn:245, v:0 
Node 2 receive commitQc from node 0, sn:204, v:0
Node 2 send commit to primary 0, sn:243, v:0
sn:200 can be commit in slow path
2023-08-28 19:03:46The request with sn: 200 has been executed at node 2!
TimePast:sn:200,millisecend:9627
2023-08-28 19:03:46The request with sn: 201 has been executed at node 2!
TimePast:sn:201,millisecend:9352
2023-08-28 19:03:46The request with sn: 202 has been executed at node 2!
TimePast:sn:202,millisecend:9315
Node 2 receive prepareQc from node 0, sn:246, v:0 
sn:204 can be commit in slow path
Node 2 receive commitQc from node 0, sn:206, v:0
Node 2 send commit to primary 0, sn:252, v:0
Node 2 send commit to primary 0, sn:244, v:0
Node 2 send commit to primary 0, sn:245, v:0
sn:206 can be commit in slow path
Node 2 send commit to primary 0, sn:246, v:0
Node 2 receive commitQc from node 0, sn:203, v:0
Node 2 receive commitQc from node 0, sn:209, v:0
Node 2 receive prepareQc from node 0, sn:248, v:0 
Node 2 receive prepareQc from node 0, sn:251, v:0 
sn:203 can be commit in slow path
2023-08-28 19:03:46The request with sn: 203 has been executed at node 2!
TimePast:sn:203,millisecend:9084
2023-08-28 19:03:46The request with sn: 204 has been executed at node 2!
TimePast:sn:204,millisecend:8958
sn:209 can be commit in slow path
Node 2 receive pre-prepare from node 0, sn:279, view:0
Node 2 send commit to primary 0, sn:248, v:0
Node 2 send commit to primary 0, sn:251, v:0
Node 2 send prepare to primary 0, sn:279, v:0
Node 2 receive prepareQc from node 0, sn:249, v:0 
Node 2 receive prepareQc from node 0, sn:247, v:0 
Node 2 receive pre-prepare from node 0, sn:281, view:0
Node 2 receive prepareQc from node 0, sn:256, v:0 
Node 2 send commit to primary 0, sn:249, v:0
Node 2 receive commitQc from node 0, sn:223, v:0
Node 2 receive commitQc from node 0, sn:210, v:0
Node 2 receive prepareQc from node 0, sn:254, v:0 
Node 2 receive commitQc from node 0, sn:214, v:0
Node 2 receive commitQc from node 0, sn:219, v:0
Node 2 receive commitQc from node 0, sn:216, v:0
Node 2 receive commitQc from node 0, sn:205, v:0
Node 2 receive pre-prepare from node 0, sn:282, view:0
Node 2 receive prepareQc from node 0, sn:259, v:0 
Node 2 receive commitQc from node 0, sn:217, v:0
Node 2 receive commitQc from node 0, sn:211, v:0
Node 2 send commit to primary 0, sn:247, v:0
Node 2 send prepare to primary 0, sn:281, v:0
sn:210 can be commit in slow path
sn:214 can be commit in slow path
sn:216 can be commit in slow path
sn:219 can be commit in slow path
sn:223 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:257, v:0 
sn:205 can be commit in slow path
2023-08-28 19:03:47The request with sn: 205 has been executed at node 2!
TimePast:sn:205,millisecend:9255
2023-08-28 19:03:47The request with sn: 206 has been executed at node 2!
TimePast:sn:206,millisecend:8930
2023-08-28 19:03:47The request with sn: 207 has been executed at node 2!
TimePast:sn:207,millisecend:8872
Checkpoint sequence number outside watermarks: seqNo 180, low-mark 200
Node 2 receive pre-prepare from node 0, sn:284, view:0
Node 2 receive prepareQc from node 0, sn:258, v:0 
Node 2 receive prepareQc from node 0, sn:255, v:0 
Node 2 send commit to primary 0, sn:256, v:0
Node 2 send commit to primary 0, sn:254, v:0
Node 2 send prepare to primary 0, sn:282, v:0
sn:211 can be commit in slow path
sn:217 can be commit in slow path
Node 2 send commit to primary 0, sn:259, v:0
Node 2 receive pre-prepare from node 0, sn:280, view:0
Node 2 send prepare to primary 0, sn:284, v:0
Node 2 receive prepareQc from node 0, sn:250, v:0 
Node 2 receive prepareQc from node 0, sn:260, v:0 
Node 2 send commit to primary 0, sn:257, v:0
Node 2 send prepare to primary 0, sn:280, v:0
Node 2 send commit to primary 0, sn:258, v:0
Node 2 send commit to primary 0, sn:255, v:0
Node 2 receive commitQc from node 0, sn:215, v:0
Node 2 receive commitQc from node 0, sn:208, v:0
Node 2 receive prepareQc from node 0, sn:253, v:0 
Node 2 send commit to primary 0, sn:250, v:0
Node 2 send commit to primary 0, sn:260, v:0
sn:208 can be commit in slow path
2023-08-28 19:03:47The request with sn: 208 has been executed at node 2!
TimePast:sn:208,millisecend:9141
2023-08-28 19:03:47The request with sn: 209 has been executed at node 2!
TimePast:sn:209,millisecend:9059
2023-08-28 19:03:47The request with sn: 210 has been executed at node 2!
TimePast:sn:210,millisecend:8712
2023-08-28 19:03:47The request with sn: 211 has been executed at node 2!
TimePast:sn:211,millisecend:8651
Node 2 receive pre-prepare from node 0, sn:283, view:0
sn:215 can be commit in slow path
Node 2 receive pre-prepare from node 0, sn:285, view:0
Checkpoint sequence number outside watermarks: seqNo 200, low-mark 200
Node 2 send commit to primary 0, sn:253, v:0
Node 2 send prepare to primary 0, sn:283, v:0
Node 2 receive pre-prepare from node 0, sn:286, view:0
Node 2 receive commitQc from node 0, sn:218, v:0
Node 2 send prepare to primary 0, sn:285, v:0
Node 2 receive pre-prepare from node 0, sn:288, view:0
Node 2 receive pre-prepare from node 0, sn:287, view:0
Node 2 send prepare to primary 0, sn:286, v:0
sn:218 can be commit in slow path
Node 2 send prepare to primary 0, sn:288, v:0
Node 2 receive pre-prepare from node 0, sn:289, view:0
Node 2 send prepare to primary 0, sn:287, v:0
Node 2 send prepare to primary 0, sn:289, v:0
Node 2 receive pre-prepare from node 0, sn:290, view:0
Node 2 send prepare to primary 0, sn:290, v:0
Node 2 receive pre-prepare from node 0, sn:292, view:0
Node 2 receive pre-prepare from node 0, sn:291, view:0
Node 2 send prepare to primary 0, sn:292, v:0
Node 2 send prepare to primary 0, sn:291, v:0
Node 2 receive commitQc from node 0, sn:212, v:0
Node 2 receive prepareQc from node 0, sn:267, v:0 
sn:212 can be commit in slow path
2023-08-28 19:03:48The request with sn: 212 has been executed at node 2!
TimePast:sn:212,millisecend:9186
Node 2 receive prepareQc from node 0, sn:264, v:0 
Node 2 receive commitQc from node 0, sn:221, v:0
Node 2 send commit to primary 0, sn:267, v:0
Checkpoint sequence number outside watermarks: seqNo 190, low-mark 210
Checkpoint sequence number outside watermarks: seqNo 210, low-mark 210
Node 2 receive commitQc from node 0, sn:225, v:0
Node 2 receive pre-prepare from node 0, sn:294, view:0
sn:221 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:262, v:0 
Node 2 receive commitQc from node 0, sn:224, v:0
Node 2 receive prepareQc from node 0, sn:261, v:0 
Node 2 receive pre-prepare from node 0, sn:293, view:0
Node 2 receive prepareQc from node 0, sn:263, v:0 
Node 2 send commit to primary 0, sn:264, v:0
Node 2 send prepare to primary 0, sn:294, v:0
sn:225 can be commit in slow path
Node 2 receive pre-prepare from node 0, sn:295, view:0
Node 2 receive commitQc from node 0, sn:213, v:0
Node 2 receive commitQc from node 0, sn:220, v:0
Node 2 send prepare to primary 0, sn:293, v:0
sn:224 can be commit in slow path
Node 2 send prepare to primary 0, sn:295, v:0
Node 2 receive commitQc from node 0, sn:229, v:0
Node 2 send commit to primary 0, sn:261, v:0
Node 2 send commit to primary 0, sn:262, v:0
sn:213 can be commit in slow path
2023-08-28 19:03:48The request with sn: 213 has been executed at node 2!
TimePast:sn:213,millisecend:9402
2023-08-28 19:03:48The request with sn: 214 has been executed at node 2!
TimePast:sn:214,millisecend:9295
2023-08-28 19:03:48The request with sn: 215 has been executed at node 2!
TimePast:sn:215,millisecend:9255
2023-08-28 19:03:48The request with sn: 216 has been executed at node 2!
TimePast:sn:216,millisecend:9240
2023-08-28 19:03:48The request with sn: 217 has been executed at node 2!
TimePast:sn:217,millisecend:9130
2023-08-28 19:03:48The request with sn: 218 has been executed at node 2!
TimePast:sn:218,millisecend:9119
2023-08-28 19:03:48The request with sn: 219 has been executed at node 2!
TimePast:sn:219,millisecend:9031
Node 2 send commit to primary 0, sn:263, v:0
sn:220 can be commit in slow path
2023-08-28 19:03:48The request with sn: 220 has been executed at node 2!
TimePast:sn:220,millisecend:9017
2023-08-28 19:03:48The request with sn: 221 has been executed at node 2!
TimePast:sn:221,millisecend:8977
Node 2 receive prepareQc from node 0, sn:266, v:0 
sn:229 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:270, v:0 
Node 2 receive prepareQc from node 0, sn:269, v:0 
Node 2 send commit to primary 0, sn:266, v:0
Node 2 send commit to primary 0, sn:270, v:0
Node 2 receive pre-prepare from node 0, sn:296, view:0
Node 2 receive commitQc from node 0, sn:222, v:0
Node 2 send commit to primary 0, sn:269, v:0
Node 2 send prepare to primary 0, sn:296, v:0
sn:222 can be commit in slow path
2023-08-28 19:03:48The request with sn: 222 has been executed at node 2!
TimePast:sn:222,millisecend:9254
2023-08-28 19:03:48The request with sn: 223 has been executed at node 2!
TimePast:sn:223,millisecend:9131
2023-08-28 19:03:48The request with sn: 224 has been executed at node 2!
TimePast:sn:224,millisecend:8964
2023-08-28 19:03:48The request with sn: 225 has been executed at node 2!
TimePast:sn:225,millisecend:8945
Node 2 receive prepareQc from node 0, sn:265, v:0 
Node 2 send commit to primary 0, sn:265, v:0
Node 2 receive pre-prepare from node 0, sn:297, view:0
Node 2 receive commitQc from node 0, sn:227, v:0
Node 2 send prepare to primary 0, sn:297, v:0
Node 2 receive prepareQc from node 0, sn:276, v:0 
sn:227 can be commit in slow path
Node 2 send commit to primary 0, sn:276, v:0
Node 2 receive commitQc from node 0, sn:230, v:0
Node 2 receive prepareQc from node 0, sn:275, v:0 
Node 2 receive prepareQc from node 0, sn:268, v:0 
sn:230 can be commit in slow path
Checkpoint sequence number outside watermarks: seqNo 220, low-mark 220
Node 2 receive pre-prepare from node 0, sn:298, view:0
Node 2 receive commitQc from node 0, sn:232, v:0
Node 2 receive prepareQc from node 0, sn:271, v:0 
Node 2 receive commitQc from node 0, sn:239, v:0
Node 2 receive commitQc from node 0, sn:228, v:0
Node 2 receive prepareQc from node 0, sn:279, v:0 
Node 2 receive commitQc from node 0, sn:236, v:0
Node 2 receive commitQc from node 0, sn:226, v:0
Node 2 send prepare to primary 0, sn:298, v:0
sn:232 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:274, v:0 
Node 2 receive commitQc from node 0, sn:231, v:0
Node 2 receive pre-prepare from node 0, sn:299, view:0
sn:239 can be commit in slow path
sn:228 can be commit in slow path
Node 2 send commit to primary 0, sn:268, v:0
Node 2 send commit to primary 0, sn:275, v:0
Node 2 receive prepareQc from node 0, sn:272, v:0 
Node 2 send commit to primary 0, sn:271, v:0
sn:236 can be commit in slow path
Node 2 send prepare to primary 0, sn:299, v:0
sn:231 can be commit in slow path
sn:226 can be commit in slow path
2023-08-28 19:03:49The request with sn: 226 has been executed at node 2!
TimePast:sn:226,millisecend:9630
2023-08-28 19:03:49The request with sn: 227 has been executed at node 2!
TimePast:sn:227,millisecend:9396
2023-08-28 19:03:49The request with sn: 228 has been executed at node 2!
TimePast:sn:228,millisecend:9371
2023-08-28 19:03:49The request with sn: 229 has been executed at node 2!
TimePast:sn:229,millisecend:9332
2023-08-28 19:03:49The request with sn: 230 has been executed at node 2!
TimePast:sn:230,millisecend:9163
2023-08-28 19:03:49The request with sn: 231 has been executed at node 2!
TimePast:sn:231,millisecend:9005
2023-08-28 19:03:49The request with sn: 232 has been executed at node 2!
TimePast:sn:232,millisecend:8961
Node 2 receive commitQc from node 0, sn:234, v:0
Node 2 receive prepareQc from node 0, sn:278, v:0 
Node 2 receive prepareQc from node 0, sn:277, v:0 
Checkpoint sequence number outside watermarks: seqNo 200, low-mark 220
Node 2 send commit to primary 0, sn:279, v:0
Node 2 send commit to primary 0, sn:274, v:0
Node 2 receive commitQc from node 0, sn:233, v:0
sn:234 can be commit in slow path
Node 2 receive commitQc from node 0, sn:240, v:0
Node 2 send commit to primary 0, sn:272, v:0
Node 2 receive commitQc from node 0, sn:235, v:0
Node 2 receive prepareQc from node 0, sn:273, v:0 
Node 2 send commit to primary 0, sn:278, v:0
sn:240 can be commit in slow path
sn:233 can be commit in slow path
2023-08-28 19:03:49The request with sn: 233 has been executed at node 2!
TimePast:sn:233,millisecend:9004
2023-08-28 19:03:49The request with sn: 234 has been executed at node 2!
TimePast:sn:234,millisecend:8859
Node 2 send commit to primary 0, sn:277, v:0
Node 2 receive pre-prepare from node 0, sn:300, view:0
sn:235 can be commit in slow path
2023-08-28 19:03:49The request with sn: 235 has been executed at node 2!
TimePast:sn:235,millisecend:8693
2023-08-28 19:03:49The request with sn: 236 has been executed at node 2!
TimePast:sn:236,millisecend:8567
Checkpoint sequence number outside watermarks: seqNo 210, low-mark 220
Node 2 send prepare to primary 0, sn:300, v:0
Node 2 send commit to primary 0, sn:273, v:0
Node 2 receive pre-prepare from node 0, sn:301, view:0
Node 2 receive commitQc from node 0, sn:241, v:0
Node 2 send prepare to primary 0, sn:301, v:0
sn:241 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:282, v:0 
Node 2 receive prepareQc from node 0, sn:280, v:0 
Node 2 receive commitQc from node 0, sn:243, v:0
Node 2 receive prepareQc from node 0, sn:284, v:0 
Node 2 receive prepareQc from node 0, sn:281, v:0 
Node 2 receive pre-prepare from node 0, sn:303, view:0
Node 2 receive pre-prepare from node 0, sn:302, view:0
sn:243 can be commit in slow path
Node 2 send prepare to primary 0, sn:303, v:0
Node 2 receive pre-prepare from node 0, sn:304, view:0
Node 2 receive commitQc from node 0, sn:242, v:0
Node 2 receive commitQc from node 0, sn:237, v:0
Node 2 send commit to primary 0, sn:284, v:0
Node 2 send prepare to primary 0, sn:302, v:0
Node 2 send commit to primary 0, sn:282, v:0
Node 2 send commit to primary 0, sn:280, v:0
Node 2 send commit to primary 0, sn:281, v:0
Node 2 receive commitQc from node 0, sn:238, v:0
Node 2 send prepare to primary 0, sn:304, v:0
sn:237 can be commit in slow path
2023-08-28 19:03:50The request with sn: 237 has been executed at node 2!
TimePast:sn:237,millisecend:8712
Node 2 receive pre-prepare from node 0, sn:305, view:0
sn:242 can be commit in slow path
sn:238 can be commit in slow path
2023-08-28 19:03:50The request with sn: 238 has been executed at node 2!
TimePast:sn:238,millisecend:8729
2023-08-28 19:03:50The request with sn: 239 has been executed at node 2!
TimePast:sn:239,millisecend:8686
2023-08-28 19:03:50The request with sn: 240 has been executed at node 2!
TimePast:sn:240,millisecend:8492
2023-08-28 19:03:50The request with sn: 241 has been executed at node 2!
TimePast:sn:241,millisecend:8473
2023-08-28 19:03:50The request with sn: 242 has been executed at node 2!
TimePast:sn:242,millisecend:8361
2023-08-28 19:03:50The request with sn: 243 has been executed at node 2!
TimePast:sn:243,millisecend:8138
Node 2 receive pre-prepare from node 0, sn:306, view:0
Node 2 send prepare to primary 0, sn:305, v:0
Node 2 send prepare to primary 0, sn:306, v:0
Node 2 receive commitQc from node 0, sn:244, v:0
Node 2 receive pre-prepare from node 0, sn:307, view:0
sn:244 can be commit in slow path
2023-08-28 19:03:50The request with sn: 244 has been executed at node 2!
TimePast:sn:244,millisecend:8050
Node 2 send prepare to primary 0, sn:307, v:0
Node 2 receive commitQc from node 0, sn:252, v:0
Node 2 receive pre-prepare from node 0, sn:308, view:0
sn:252 can be commit in slow path
Checkpoint sequence number outside watermarks: seqNo 230, low-mark 230
Node 2 receive commitQc from node 0, sn:246, v:0
Node 2 send prepare to primary 0, sn:308, v:0
